Postcode,In Use?,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority
AB1 0LA,No,57.100942,-2.272063,383616,801140,NJ836011,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 03","Accessible small town",,65,,S01006508,
AB1 0LB,No,57.101765,-2.27334,383539,801232,NJ835012,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",,66,,S01006507,
AB1 0LD,No,57.102361,-2.271942,383624,801298,NJ836012,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",,68,,S01006507,
AB1 0LE,No,57.094139,-2.273218,383543,800383,NJ835003,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1992-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",,29,,S01006506,
AB1 0LJ,No,57.094259,-2.26335,384141,800394,NJ841003,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible rural area",,25,,S01006506,
AB1 0LL,No,57.093439,-2.268741,383814,800304,NJ838003,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible rural area",,27,,S01006506,
AB1 0LN,No,57.088283,-2.268555,383823,799730,NO838997,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible rural area",,38,,S01006506,
AB1 0LP,No,57.09376,-2.269799,383750,800340,NJ837003,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",,26,,S01006506,
AB1 0LQ,No,57.094156,-2.273433,383530,800385,NJ835003,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",,29,,S01006506,
AB1 0LR,No,57.095084,-2.272565,383583,800488,NJ835004,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",,32,,S01006506,
AB1 0LS,No,57.093973,-2.275098,383429,800365,NJ834003,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible rural area",,31,,S01006506,
AB1 0LT,No,57.088668,-2.293292,382324,799779,NO823997,"","Aberdeenshire","Stonehaven and Lower Deeside", S12000034,S13002506,Scotland,S99999999,"West Aberdeenshire and Kincardine",1980-01-01,1996-06-01,"","",,,"","","Dunecht, Durris and Drumoak - 05","Accessible rural area",,52,,S01006857,
AB1 0LX,No,57.097006,-2.272497,383588,800702,NJ835007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 03","Accessible small town",,41,,S01006508,
AB1 0NA,No,57.098683,-2.273763,383512,800889,NJ835008,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 03","Accessible small town",,44,,S01006508,
AB1 0NB,No,57.102377,-2.285246,382818,801303,NJ828013,"","Aberdeenshire","Stonehaven and Lower Deeside", S12000034,S13002506,Scotland,S99999999,"West Aberdeenshire and Kincardine",1980-01-01,1996-06-01,"","",,,"","","Dunecht, Durris and Drumoak - 05","Accessible rural area",,37,,S01006857,
AB1 0ND,No,57.102921,-2.29451,382257,801366,NJ822013,"","Aberdeenshire","Stonehaven and Lower Deeside", S12000034,S13002506,Scotland,S99999999,"West Aberdeenshire and Kincardine",1980-01-01,1996-06-01,"","",,,"","","Dunecht, Durris and Drumoak - 05","Accessible rural area",,48,,S01006857,
AB1 0NE,No,57.101554,-2.258417,384443,801205,NJ844012,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",,76,,S01006511,
AB1 0NJ,No,57.10346,-2.290603,382494,801425,NJ824014,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",,44,,S01006512,
AB1 0NL,No,57.105201,-2.279391,383174,801616,NJ831016,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",,61,,S01006512,
AB1 0NN,No,57.104165,-2.276973,383320,801500,NJ833015,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",,63,,S01006507,
AB1 0NP,No,57.10478,-2.270639,383704,801567,NJ837015,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible small town",,90,,S01006512,
AB1 0NQ,No,57.103036,-2.258642,384430,801370,NJ844013,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",,92,,S01006511,
AB1 0NR,No,57.103036,-2.258642,384430,801370,NJ844013,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1995-12-01,"","",,,"","","Culter - 06","Accessible small town",,92,,S01006511,
AB1 0NS,No,57.107622,-2.269273,383788,801883,NJ837018,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",,96,,S01006512,
AB1 0NT,No,57.107957,-2.276259,383365,801922,NJ833019,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",,90,,S01006512,
AB1 0NX,No,57.106839,-2.286403,382750,801800,NJ827018,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",,53,,S01006512,
AB1 0PA,No,57.110973,-2.285444,382810,802260,NJ828022,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",,69,,S01006512,
AB1 0PB,No,57.125068,-2.296784,382130,803832,NJ821038,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",,75,,S01006512,
AB1 0PD,No,57.119153,-2.294738,382251,803173,NJ822031,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",,83,,S01006512,
AB1 0PE,No,57.126902,-2.280479,383118,804032,NJ831040,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",,98,,S01006512,
AB1 0PG,No,57.108994,-2.286585,382740,802040,NJ827020,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",,60,,S01006512,
AB1 0PJ,No,57.108489,-2.29155,382439,801985,NJ824019,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",,58,,S01006512,
AB1 0PL,No,57.108083,-2.292075,382407,801940,NJ824019,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",,57,,S01006512,
AB1 0PN,No,57.106272,-2.305631,381585,801742,NJ815017,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",,59,,S01006512,
AB1 0PP,No,57.110648,-2.323085,380530,802234,NJ805022,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",,103,,S01006512,
AB1 0PQ,No,57.109443,-2.337306,379668,802104,NJ796021,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",,90,,S01006512,
AB1 0PR,No,57.12131,-2.330229,380103,803423,NJ801034,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 07","Accessible rural area",,94,,S01006512,
AB1 0PS,No,57.095928,-2.264039,384100,800580,NJ841005,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1985-11-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,45,,S01006510,
AB1 0PT,No,57.09493,-2.264576,384067,800469,NJ840004,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",,32,,S01006506,
AB1 0PU,No,57.094374,-2.26416,384092,800407,NJ840004,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1985-11-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",,26,,S01006506,
AB1 0PX,No,57.095415,-2.264745,384057,800523,NJ840005,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",,38,,S01006506,
AB1 0QA,No,57.095298,-2.26486,384050,800510,NJ840005,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1973-08-01,1990-06-01,"","",,,"","","Culter - 01","Accessible small town",,37,,S01006506,
AB1 0QB,No,57.096589,-2.261485,384255,800653,NJ842006,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,50,,S01006510,
AB1 0QD,No,57.09722,-2.26045,384318,800723,NJ843007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,56,,S01006510,
AB1 0QG,No,57.096964,-2.262973,384165,800695,NJ841006,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1990-09-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,56,,S01006510,
AB1 0QJ,No,57.097785,-2.261098,384279,800786,NJ842007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,58,,S01006510,
AB1 0QL,No,57.096768,-2.257509,384496,800672,NJ844006,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",,45,,S01006511,
AB1 0QN,No,57.097361,-2.25753,384495,800738,NJ844007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",,51,,S01006511,
AB1 0QP,No,57.098229,-2.254945,384652,800834,NJ846008,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",,46,,S01006511,
AB1 0QQ,No,57.09878,-2.253529,384738,800895,NJ847008,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Cults, Bieldside and Milltimber West - 02","Accessible small town",,46,,S01006514,
AB1 0QR,No,57.097603,-2.253356,384748,800764,NJ847007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",,36,,S01006511,
AB1 0QS,No,57.097884,-2.252401,384806,800795,NJ848007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Cults, Bieldside and Milltimber West - 02","Accessible small town",,36,,S01006514,
AB1 0QT,No,57.098758,-2.255543,384616,800893,NJ846008,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",,49,,S01006511,
AB1 0QX,No,57.098904,-2.254009,384709,800909,NJ847009,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Cults, Bieldside and Milltimber West - 02","Accessible small town",,47,,S01006514,
AB1 0RA,No,57.099243,-2.255397,384625,800947,NJ846009,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Cults, Bieldside and Milltimber West - 02","Accessible small town",,50,,S01006514,
AB1 0RB,No,57.099859,-2.257349,384507,801016,NJ845010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",,55,,S01006511,
AB1 0RD,No,57.100712,-2.257339,384508,801111,NJ845011,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",,62,,S01006511,
AB1 0RE,No,57.102022,-2.266657,383944,801259,NJ839012,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",,90,,S01006507,
AB1 0RF,No,57.103205,-2.267871,383871,801391,NJ838013,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1992-10-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",,88,,S01006507,
AB1 0RH,No,57.10212,-2.267351,383902,801270,NJ839012,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",,88,,S01006507,
AB1 0RJ,No,57.100437,-2.25567,384609,801080,NJ846010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",,57,,S01006511,
AB1 0RL,No,57.100416,-2.257254,384513,801078,NJ845010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",,59,,S01006511,
AB1 0RN,No,57.099457,-2.260631,384308,800972,NJ843009,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",,63,,S01006511,
AB1 0RP,No,57.098941,-2.258234,384453,800914,NJ844009,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",,55,,S01006511,
AB1 0RQ,No,57.098529,-2.25729,384510,800868,NJ845008,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",,52,,S01006511,
AB1 0RR,No,57.096009,-2.263907,384108,800589,NJ841005,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,46,,S01006510,
AB1 0RS,No,57.096413,-2.264191,384091,800634,NJ840006,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,51,,S01006510,
AB1 0RT,No,57.09723,-2.26418,384092,800725,NJ840007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,60,,S01006510,
AB1 0RU,No,57.101965,-2.268208,383850,801253,NJ838012,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",,83,,S01006507,
AB1 0RW,No,57.102089,-2.269134,383794,801267,NJ837012,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",,79,,S01006507,
AB1 0RX,No,57.098302,-2.263181,384153,800844,NJ841008,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,66,,S01006510,
AB1 0RY,No,57.102512,-2.26846,383835,801314,NJ838013,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",,84,,S01006507,
AB1 0RZ,No,57.102704,-2.267124,383916,801335,NJ839013,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",,90,,S01006507,
AB1 0SA,No,57.09756,-2.265717,383999,800762,NJ839007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",,63,,S01006506,
AB1 0SB,No,57.096966,-2.266142,383973,800696,NJ839006,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",,58,,S01006506,
AB1 0SD,No,57.097963,-2.265951,383985,800807,NJ839008,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,66,,S01006510,
AB1 0SE,No,57.102152,-2.268936,383806,801274,NJ838012,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",,81,,S01006507,
AB1 0SF,No,57.097834,-2.267452,383894,800793,NJ838007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 04","Accessible small town",,64,,S01006509,
AB1 0SG,No,57.096767,-2.266933,383925,800674,NJ839006,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1990-06-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",,56,,S01006506,
AB1 0SH,No,57.099305,-2.26469,384062,800956,NJ840009,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,72,,S01006510,
AB1 0SJ,No,57.098578,-2.264388,384080,800875,NJ840008,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,68,,S01006510,
AB1 0SL,No,57.098703,-2.264752,384058,800889,NJ840008,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,69,,S01006510,
AB1 0SN,No,57.099397,-2.263436,384138,800966,NJ841009,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,69,,S01006510,
AB1 0SP,No,57.099723,-2.262168,384215,801002,NJ842010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,68,,S01006510,
AB1 0SQ,No,57.100792,-2.26234,384205,801121,NJ842011,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,77,,S01006510,
AB1 0SR,No,57.100586,-2.261992,384226,801098,NJ842010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,74,,S01006510,
AB1 0SS,No,57.100078,-2.259744,384362,801041,NJ843010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",,63,,S01006511,
AB1 0ST,No,57.100246,-2.261363,384264,801060,NJ842010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 06","Accessible small town",,69,,S01006511,
AB1 0SU,No,57.097788,-2.26831,383842,800788,NJ838007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1994-05-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",,63,,S01006506,
AB1 0SX,No,57.099978,-2.264596,384068,801031,NJ840010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,75,,S01006510,
AB1 0TA,No,57.100301,-2.264945,384047,801067,NJ840010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,78,,S01006510,
AB1 0TB,No,57.100326,-2.266133,383975,801070,NJ839010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 04","Accessible small town",,77,,S01006509,
AB1 0TD,No,57.100679,-2.264815,384055,801109,NJ840011,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,81,,S01006510,
AB1 0TJ,No,57.101055,-2.265049,384041,801151,NJ840011,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 05","Accessible small town",,86,,S01006510,
AB1 0TL,No,57.1009,-2.266286,383966,801134,NJ839011,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 04","Accessible small town",,81,,S01006509,
AB1 0TN,No,57.100636,-2.268017,383861,801105,NJ838011,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 04","Accessible small town",,76,,S01006509,
AB1 0TP,No,57.100914,-2.268102,383856,801136,NJ838011,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 04","Accessible small town",,78,,S01006509,
AB1 0TQ,No,57.10156,-2.268486,383833,801208,NJ838012,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",,80,,S01006507,
AB1 0TR,No,57.101346,-2.267989,383863,801184,NJ838011,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 04","Accessible small town",,81,,S01006509,
AB1 0TS,No,57.100287,-2.267239,383908,801066,NJ839010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 04","Accessible small town",,76,,S01006509,
AB1 0TT,No,57.099854,-2.268111,383855,801018,NJ838010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 04","Accessible small town",,74,,S01006509,
AB1 0TX,No,57.099235,-2.267875,383869,800949,NJ838009,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 04","Accessible small town",,72,,S01006509,
AB1 0UA,No,57.09913,-2.270499,383710,800938,NJ837009,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 03","Accessible small town",,65,,S01006508,
AB1 0UB,No,57.098082,-2.269138,383792,800821,NJ837008,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 04","Accessible small town",,63,,S01006509,
AB1 0UD,No,57.096361,-2.267508,383890,800629,NJ838006,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",,50,,S01006506,
AB1 0UE,No,57.094242,-2.271008,383677,800394,NJ836003,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1982-12-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",,28,,S01006506,
AB1 0UJ,No,57.095967,-2.267043,383918,800585,NJ839005,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",,45,,S01006506,
AB1 0UL,No,57.096042,-2.269832,383749,800594,NJ837005,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",,42,,S01006506,
